Year,Netflix,Amazon Prime,Disney+,Hulu
2021,6.4,,,
2018,7.4,,,
1982,7.3,,,
2021,5.5,,,
2008,7.9,,,
2021,6.6,,,
2006,5.9,,,
2017,7.5,,,
2018,5.8,,,
2019,5.8,,,
2015,7.1,,,
2016,5.2,,,
2015,5.5,,,
2021,6.6,,,
2018,6.5,,,
2018,5.2,,,
2002,7.5,,,
2019,5.2,,,
2015,7.5,,,
2009,6.3,,,
2019,5.7,,,
2019,7.0,,,
2017,4.9,4.9,,
2012,5.4,5.4,,
2020,6.3,,,
2021,6.9,,,
2021,5.6,,,
2001,5.3,,,
2014,6.8,,,
2018,5.8,,,
2016,7.4,,,
2016,5.9,,,
2018,7.1,,,
2017,6.2,,,
2018,6.4,,,
2017,6.4,,,
2002,6.0,,,
2011,7.5,,,
2011,6.8,,,
2021,8.2,,,
2018,7.4,,,
2011,6.8,,,
2004,7.0,,,
2001,7.3,,,
2018,5.6,,,
2010,7.3,,,
2017,7.6,,,
2014,6.0,,,
2019,6.3,,,
1980,7.0,,,
2017,6.3,,,
2021,6.8,,,
2017,5.0,,,
2020,7.3,,,
2020,8.7,,,
2020,5.9,,,
2021,7.2,,,
2016,7.7,7.7,,
2016,6.8,,,
2019,6.9,,,
2017,7.2,,,
2019,7.4,,,
2014,6.4,,,
2016,5.8,,,
2020,6.5,,,
2020,6.2,,,
2017,7.1,,,
1977,7.5,,,
2020,7.2,,,
2017,7.1,,,
2021,6.8,,,
2014,7.1,,,
2011,7.5,7.5,,
2020,6.2,,,
2018,6.8,,,
2010,7.5,,,
2020,5.8,,,
2020,7.9,,,
2004,7.3,,,
2019,6.4,,,
1983,5.6,,,
1970,8.2,,,
2019,7.4,,,
2018,6.2,,,
2020,6.6,,,
2010,6.0,,,
2017,4.8,,,
2018,7.8,,,
2015,5.1,,,
2021,6.2,,,
2020,7.1,,,
2017,5.5,,,
2016,6.8,,,
2017,6.1,,,
2005,7.7,,,
2016,5.7,,,
2010,7.5,,,
2011,4.1,,,
2013,7.3,,,
2014,7.0,,,
2019,5.7,,,
2019,7.1,,,
2021,4.7,,,
2018,5.4,,,
2020,6.6,,,
1988,7.4,,,
2019,5.3,,,
2019,5.9,,,
2015,5.9,5.9,,5.9
2018,5.9,,,
2019,4.6,,,
2018,7.3,,,
2020,5.8,,,
2007,7.4,,,
2018,5.9,,,
2001,7.5,,,
2018,6.6,,,
2016,7.7,,,
2014,7.0,,,
2020,7.2,,,
2016,7.1,,,
2018,6.3,,,
2020,6.7,,,
2013,7.0,,,
1997,6.0,6.0,,
2018,8.2,,,
2018,5.5,,,
2008,7.7,,,
2016,5.8,,,
2011,7.2,,,
2017,5.4,,,
2020,5.8,,,
2020,6.8,,,
2020,6.8,,,
2019,6.3,,,
2020,3.8,,,
2018,5.8,,,
2009,8.4,,,
2015,7.0,,,
2018,5.9,,,
2000,5.1,5.1,,
2020,5.8,,,
2016,5.3,,,
2019,4.5,,,
2020,5.5,,,
2020,6.5,,,
2017,5.5,,,
2012,8.1,,,
2020,5.2,,,
2021,5.7,,,
2020,7.0,,,
1989,8.1,,,
2009,6.6,6.6,,
2020,8.4,,,
2020,5.4,,,
2009,7.1,,,
2017,7.1,,,
2021,6.7,,,
2017,5.3,,,
2014,5.9,,,
2019,5.9,,,
2017,5.6,5.6,,
2019,6.1,,,
2021,4.2,,,
2017,5.9,,,
2019,5.2,,,
2019,6.8,,,
2016,5.8,,,
2019,7.4,,,
2017,6.6,,,
2008,7.5,7.5,,
2019,6.0,,,
2016,5.8,,,
2018,5.6,,,
2018,7.7,,,
2016,5.4,,,
2016,6.5,,,
2020,4.3,,,
2020,6.1,,,
2020,6.0,,,
2011,3.5,,,
2019,7.4,,,
2016,7.3,,,
2017,6.2,,,
2012,6.3,,,
2010,7.4,,,
2016,7.6,,,
2014,6.7,,,
2020,5.4,,,
2007,6.7,,,
1994,6.9,,,
2021,5.8,,,
2020,6.5,,,
2018,6.8,,,
2016,5.7,,,
2018,5.7,,,
2019,8.8,,,
2020,7.6,,,
2020,3.2,,,
2020,7.2,,,
2018,7.2,,,
2006,6.2,,,
2008,3.9,,,
2017,6.3,,,
2010,7.1,,,
1982,7.7,,,
2020,5.6,,,
2021,7.0,,,
2017,6.6,,,
2021,2.5,,,
2018,6.6,,,
2017,6.7,,,
2011,7.3,,,
2019,7.3,,,
2021,7.1,,,
2011,8.5,,,
2010,7.0,,,
2021,7.0,,,
2017,7.6,,,
2020,7.7,,,
2009,6.7,,,
2017,6.3,,,
2018,7.9,,,
2018,8.5,,,
2017,7.8,,,
2017,7.2,,,
2008,6.9,,,
2018,5.1,,,
2015,7.7,,,
2020,4.4,,,
2014,5.3,,,
2021,7.0,,,
2021,4.8,,,
2020,6.7,,,
2014,7.1,,,
2000,6.2,,,
2014,7.1,,,
2020,6.8,,,
2010,7.2,,,
2019,6.4,,,
2018,5.8,,,
2018,4.8,,,
2015,5.6,,,
2020,5.1,,,
2015,5.4,,,
1981,7.3,,,
2019,5.4,,,
2018,6.1,,,
2015,7.4,,,
2021,5.3,,,
2019,7.1,,,
2009,7.1,,,
2019,5.2,,,
2005,6.6,,,
2020,5.8,,,
2007,7.5,,,
2017,5.1,,,
2017,7.3,,,
2012,5.7,,,
2016,7.4,,,
2016,7.3,,,7.3
2020,5.8,,,
2021,5.9,,,
2015,6.8,,,
2018,6.6,,,
2020,5.8,,,
2021,4.9,,,
2021,7.9,,,
2021,5.2,,,
2020,7.7,,,
2018,5.5,,,
2018,6.2,,,
2018,4.0,,,
2021,5.3,,,
2019,8.1,,,
2020,2.9,,,
2016,5.8,,,
2014,7.0,,,
2019,5.6,,,
1990,6.7,,,
2008,7.6,7.6,,
2019,6.1,,,
2018,5.8,,,
2016,6.6,,,
2016,6.3,,,
2018,5.6,,,
2019,4.9,,,
2018,6.7,,,
2017,6.1,,,
2017,5.6,,,
1992,5.8,5.8,,
2016,6.5,,,
2021,5.3,,,
2017,6.2,,,
2018,6.2,,,
2016,6.6,,,
2018,5.2,,,
2017,6.0,,,
2019,3.7,,,
2016,5.7,,,
2006,7.3,,,
2009,6.4,,,
2019,8.4,,,
2013,7.3,,,
2015,7.2,,,
2019,6.0,,,
2021,6.1,,,
2018,5.9,,,
2018,7.0,,,
2019,5.7,,,
2018,5.1,,,
2016,6.2,,,
2017,5.3,,,
2020,7.8,,,
2016,5.2,,,
2017,6.8,,,
2012,6.4,,,
2020,6.8,,,6.8
2019,7.0,,,
2017,5.5,,,
2018,4.7,,,
2019,7.6,,,
2019,4.4,,,
2015,4.2,,,
2017,5.5,,,
2016,6.8,,,
2019,7.3,,,
2018,8.2,,,
2017,6.5,,,
2021,4.4,,,
2019,4.9,,,
2014,5.9,,,
2014,7.0,,,
2020,6.0,,,
2012,5.3,,,
2019,7.6,,,
2016,5.4,,,
2019,7.1,,,
2021,8.0,,,
2021,6.6,,,
2011,6.3,,,
2018,5.8,,,
2016,7.4,,,
2019,6.3,,,
2020,7.8,,,
2013,6.3,,,
2019,7.4,,,
2013,7.4,,,
2020,6.5,,,
2021,5.5,,,
2013,5.1,,,
2012,7.1,7.1,,
2017,4.4,,,
2015,6.8,,,
2017,7.7,7.7,,
2015,7.4,,,
2015,6.2,,,
1981,7.3,,,
2007,7.6,,,
2018,7.3,,,
2018,5.8,,,
2019,6.1,,,
2014,6.0,,,
2017,6.4,,,
2017,5.5,,,
2020,7.5,,,
2019,4.8,,,
2020,4.7,,,
2020,6.8,,,
2016,7.5,,,
2006,6.8,,,
2018,5.3,,,
2017,6.8,,,
2018,5.3,,,
2017,6.3,,,
2018,7.2,,,
2003,7.9,,,
2018,7.4,,,
2017,6.6,,,
2016,7.6,,,
2021,5.4,,,
2019,6.9,,,
2018,5.7,,,
2016,6.5,,,
2019,6.6,,,
2018,7.9,,,
2021,6.2,,,
2008,6.8,,,
2016,6.8,,,
2014,7.3,,,
2014,7.0,,,
2014,7.4,,,
2013,6.8,,,
2017,4.3,,,
2018,6.6,,,
2016,6.1,6.1,,
2008,8.1,8.1,,
2019,5.2,,,
2013,6.5,,,
2020,7.4,,,
1982,6.9,,,
2016,5.9,,,
2018,6.1,,,
2017,7.6,,,
2014,4.3,,,
2016,7.2,,,
2020,6.7,,,
2020,7.7,,,
2019,5.5,,,
2017,5.5,,,
2012,6.4,,,6.4
2018,7.1,,,
2019,7.2,,,
2013,5.4,,,
2014,5.7,,,
1999,4.2,,,
2014,7.6,,,
2020,6.2,,,
2015,6.5,,,
2014,7.8,,,
2021,8.9,,,
2018,5.8,,,
2017,6.7,,,
2019,7.2,,,
2020,4.7,,,
2018,6.4,,,
2019,5.0,,,
2014,7.1,,,
2019,7.3,,,
2019,6.4,,,
2019,3.9,,,
2021,5.8,,,
2015,7.3,,,
2019,6.5,,,
2014,7.1,7.1,,
2019,6.5,,,
2008,7.7,,,
2020,5.3,,,
2018,6.6,,,
2020,7.2,,,
1986,6.5,6.5,,
2019,6.5,,,
2019,7.3,,,
2016,5.7,,,
2018,7.2,,,
2016,5.5,,,
2015,5.9,,,
2015,6.2,,,
1993,7.5,,,
2016,7.5,,,
2020,5.4,,,
2017,6.5,,,
2020,7.3,,,
2016,5.7,,,
2015,6.1,,,
2018,7.3,,,
2005,7.4,,7.4,
2018,7.3,,,
2017,5.2,,,
2015,6.7,6.7,,
2019,7.0,,,
2019,7.7,,,
2021,5.8,,,
2020,5.1,,,
2019,6.0,,,
2005,6.6,,,
2019,6.5,,,
2014,6.5,,,
2021,7.5,,,
2012,7.0,,,
2015,7.6,,,
2016,6.8,,,
2021,5.8,,,
2015,7.1,7.1,,7.1
2020,6.8,,,
2017,6.1,,,
2020,6.5,,,
2018,5.2,,,
2016,6.7,,,
2017,6.2,,,
2013,7.4,,,
2013,6.8,,,
2019,7.3,,,
2019,7.8,,,
2016,6.5,,,
2021,7.3,,,
2018,5.1,,,
1963,7.7,,,
2021,5.6,,,
2015,6.2,,,
2016,5.7,,,
2019,7.3,,,
2017,4.6,,,
2015,6.8,,,
2019,4.9,,,
2017,5.6,5.6,,
2017,7.5,7.5,,
2015,7.1,,,
1976,8.4,,,
2017,8.0,,,
1999,6.3,,,
2006,6.6,,,
2020,7.6,,,
2021,6.7,,,
2020,4.8,,,
2020,6.4,,,
2015,7.1,,,
2019,6.9,,,
2014,6.7,,,
2020,6.0,,,
2019,6.9,,,
2020,5.8,,,
2013,7.3,,,
2020,7.5,,,
2015,6.3,,,
1999,6.5,,,
2014,6.9,,,
2019,4.3,,,
2017,6.2,,,
2019,6.8,,,
2016,6.0,,,
2016,6.9,,,
2015,6.3,,,
2018,6.1,,,
1982,8.9,,,
2020,6.6,,,
2017,6.0,,,
2019,5.7,,,
2021,6.0,,,
2018,7.2,,,
1992,6.8,,,
2020,5.7,,,
2016,7.8,,,
2012,7.0,,,
2020,6.7,,,
2011,6.1,,,
2020,5.8,,,
2018,5.8,,,
2015,7.1,,,
2016,6.4,,,
2021,6.3,,,
2020,5.2,,,
2017,5.5,,,
2020,6.4,,,
2019,6.7,,,
2019,6.2,,,
2018,7.0,,,
2019,6.8,,,
2015,6.5,,,
2020,7.0,,,
2017,7.7,,,
2019,6.5,,,
2017,5.2,,,
2020,5.8,,,
2018,5.3,,,
2019,7.3,,,
2020,7.3,,,
2019,6.1,,,
2017,6.5,,,
1998,7.9,,,
2019,7.3,,,
2020,6.9,,,
2020,5.2,,,
2018,5.6,,,
2020,7.3,,,
2017,6.7,,,
2019,5.7,,,
2018,5.2,,,
2015,7.2,,,
2019,7.6,,,
2015,5.8,,,
2020,3.3,,,
2013,5.1,,,
2020,5.6,,,
2020,5.8,,,
2019,7.4,,,
2019,7.0,,,
2009,7.2,,,
2020,5.9,,,
2011,5.2,,,
1985,6.5,,,
2020,5.8,,,
2019,7.4,,,
2019,5.4,,,
2012,6.3,,,
2017,6.1,,,
2019,6.4,,,
2007,7.0,,,
2016,6.1,,,
2017,5.9,,,
2017,7.4,,,
2021,6.4,,,
2020,6.6,,,
2021,6.8,,,
2015,5.4,,,
2018,7.1,,,
2017,6.1,,,
2015,5.8,,,
2017,5.7,,,
2020,4.9,,,
2019,4.4,,,
2017,6.3,,,
2017,6.3,,,
2020,6.4,,,
2009,4.9,,,
2021,3.9,,,
2016,7.2,,,
2019,4.6,,,
2019,4.8,,,
2018,5.9,,,
2017,6.4,,,
2019,6.0,,,
2017,3.4,,,
1989,7.3,,,
2019,6.8,,,
2017,4.7,,,
2017,6.5,,,
2020,5.5,,,
2011,7.2,7.2,,
2016,4.4,,,
2019,6.4,,,
1981,6.8,,,
2019,6.4,,,
2017,7.3,,,
2016,4.8,,,
2021,6.7,,,
2018,4.7,,,
2017,4.1,,,
2016,6.5,,,
2018,6.2,,,
2020,7.8,,,
2021,5.4,,,
2016,5.4,,,
2018,4.0,,,
2016,6.6,,,
2021,5.9,,,
2018,6.3,,,
1979,7.4,,,
2015,6.8,,,
2019,4.2,,,
2017,6.1,,,
2019,5.3,,,
2015,5.4,,,
2020,5.4,,,
2012,6.3,,,6.3
2016,7.6,,,
2016,5.8,,,
2014,6.2,,,
2006,6.5,,,
2020,6.4,,,
2017,5.4,,,
2016,6.9,,,
2015,6.5,,,
2017,5.4,,,
2012,5.7,,,
2016,5.9,,,
2018,6.6,,,
2021,,,,
2017,4.7,,,
2021,4.5,,,
2017,4.4,,,
2020,5.4,,,
2017,3.6,,,
2018,4.7,,,
2018,5.5,,,
2020,3.8,,,
2020,4.2,,,
2009,5.7,,,
2020,6.9,,,
2017,6.2,,,
1987,7.3,,,
2005,6.6,,,
2020,5.6,,5.6,
2018,7.2,,,
2017,5.5,,,
1995,5.4,,,
2021,6.5,,,
2020,6.8,,,
2019,6.5,,,
2016,6.0,,,
2017,7.5,,,
2018,5.8,,,
2019,7.4,,,
2018,6.6,,,
2017,5.4,,,
2019,6.8,,,
2017,7.6,,,
2015,5.2,,,
2020,5.6,,,
2015,5.9,,,
2016,5.8,,,
1998,5.6,,,
2020,5.8,,,
2017,6.8,,,
2020,7.2,,,
2011,6.3,,,
2018,6.1,,,
2017,7.4,,,
2015,5.7,,,
2019,7.0,,,
2010,5.6,,,
1972,6.5,,,
2019,6.0,,,
2012,5.8,,,
2020,5.9,,,
2020,5.6,,,
2019,6.5,,,
2019,6.3,,,
2019,3.5,,,
2018,6.5,,,
2018,7.4,,,
2021,6.7,,,
2015,7.8,,,
2012,5.9,,,
2020,4.4,,,
2021,5.0,,,
2018,7.1,,,
2018,7.5,,,
2010,6.2,6.2,,
2000,2.5,,,
2019,7.0,,,
2021,6.8,,,
2017,6.3,,,
2020,6.4,,,
2020,7.2,,,
2015,4.4,,,
2020,5.5,,,
2017,3.6,,,
2020,5.4,,,
2018,5.8,,,
2019,7.2,,,
2019,7.0,,,
2016,6.2,,,
2021,6.9,,,
2016,5.4,,,
2019,4.7,,,
1954,7.4,7.4,,
2021,8.9,,,
2018,8.1,,,
2012,7.3,,,
2020,6.0,,,
2020,5.9,,,
2017,3.9,,,
2017,6.5,,,
2019,6.6,,,
2019,6.1,,,
2015,5.7,,,
2014,7.5,,,
2003,7.0,,,
2017,5.3,,,
2020,4.7,,,
2006,6.7,,,
2015,7.4,,,
2020,6.5,,,
2012,7.5,,,
2005,7.2,,,
2021,5.3,,,
2021,5.6,,,
2006,6.9,,,
2007,5.5,,,
2017,5.6,,,
2014,6.5,,,
2018,5.7,,,
2019,7.1,,,
2018,7.3,,,
2018,4.2,,,4.2
2015,6.4,,,
2020,4.8,,,
2019,7.0,,,
2019,5.7,,,
2007,8.1,,,
2020,7.0,,,
2009,6.1,,,
2019,7.0,,,
2014,6.6,,,
2015,6.3,,,
2017,5.7,,,
2019,7.0,,,
2018,6.1,,,
2020,5.1,,,
2019,4.7,,,
2016,6.7,,,
2015,6.5,,,
2017,6.7,,,
2019,3.8,,,
2017,6.2,,,
2016,7.6,,,
2018,7.4,,,
2019,7.3,,,
2016,5.7,,,
2021,7.6,,,
2019,8.0,,,
2011,6.5,,,
2010,6.0,,,
2012,6.3,,,
2021,5.6,,,
2017,5.9,,,
2008,5.1,,,
2010,7.3,,,
2017,6.6,,,
2018,6.2,,,
2016,6.0,,,
2021,5.1,,,
2017,5.9,,,
1996,5.5,,,
2019,7.6,,,
2017,7.3,,,
2012,6.6,,,
2020,5.3,,,
2018,4.4,,,
2016,7.3,,,
2018,5.9,5.9,,
2021,3.7,,,
2018,6.7,6.7,6.7,
1984,6.9,,,
2020,6.2,6.2,,
2018,5.9,,,
2017,6.9,,,
2018,7.2,,,
2020,7.1,,,
2019,6.2,,,
2015,6.1,,,
2010,6.8,,,
2015,6.8,,,
2017,6.1,,,
2018,6.5,,,
2016,6.2,,,
2017,5.8,,,
2019,3.5,,,
2019,5.2,,,
2016,5.0,,,
2018,5.2,,,
2009,6.9,,,
2004,4.9,,,
2005,4.6,,,
2013,8.0,,,
2020,7.1,,,
2012,5.1,,,
2016,5.5,,,
2018,8.2,,,
2020,4.4,,,
2009,4.0,,,
2017,4.5,,,
2018,3.2,,,
2017,4.6,,,
1994,6.3,6.3,,
2021,7.3,,,
2012,6.4,,,
2017,6.2,,,
2018,6.7,,,
2018,5.6,,,
2018,6.0,,,
2002,6.2,,,
2017,6.3,,,
2020,6.9,,,
2020,7.5,,,
2013,7.7,,,
2012,7.1,,,
2020,5.1,,,
2016,5.9,,,
2020,4.3,,,
2017,6.3,,,
2019,7.5,,,
2017,6.7,,,
2019,7.9,,,
2018,5.3,,,
2017,7.5,,,
2017,7.3,,,
2015,5.3,,,
1992,6.6,,,
2021,5.1,,,
2019,6.7,,,
2005,7.4,,,
2015,5.8,,,
2019,4.9,,,
2020,5.6,,,
2020,5.2,,,
2019,5.5,5.5,,
2016,6.5,,,
2019,7.1,,,
2011,4.6,,,
2020,5.4,,,
2019,5.5,,,
2015,5.4,,,
2020,6.4,,,
2011,7.4,,,
2019,5.2,5.2,,
2018,4.7,,,
2017,6.7,,,
2018,7.1,7.1,,
2019,7.8,,,
2011,6.4,,,
2018,4.4,,,
1988,7.2,,,
2019,5.4,,,
2018,7.1,,,
2019,7.8,,,
2010,5.3,,,
2016,5.2,,,
2016,7.3,,,
2021,4.3,,,
2019,4.9,,,
2020,6.3,,,6.3
2018,5.1,,,
2018,6.1,,,
2021,4.6,,,
2016,7.2,,,
2017,6.7,,,
2017,4.6,,,
2003,6.0,,,
2018,5.8,,,
2020,4.9,,,
2018,5.0,,,
2019,4.5,,,
2017,5.2,,,
2019,7.2,,,
2016,7.2,,,
2013,6.8,,,
2021,6.4,,,
1990,6.2,,,
2016,6.0,,,
2014,6.1,,,
2019,4.3,,,
2017,4.4,,,
2021,7.4,,,
1991,8.2,,,
1994,6.6,,,
2020,7.7,,,
2016,5.8,,,
2006,6.6,,,
2017,6.6,,,
2017,7.7,,,
2019,5.2,,,
2018,4.8,,,
2008,5.2,,,
2019,6.6,,,
2019,7.0,,,
2021,,,,
2018,5.4,,,
2015,6.6,,,
2019,5.5,,,
2017,6.2,,,
2014,6.9,,,
2017,5.3,,,
2016,6.2,,,
2021,5.2,,,
2020,6.6,,,
2017,5.7,,,
2013,5.9,,,
2019,5.1,,,
2019,6.2,,,
2011,5.9,,,
2017,6.7,,,
2011,6.7,,,
2015,4.9,,,
2013,4.9,,,
2019,6.0,,,
2016,7.2,,,
2021,6.6,,,
2015,6.3,,,
2013,7.2,,,
2018,7.2,,,
2016,6.3,,,
2016,5.0,,,
2021,7.1,,,
2019,5.3,,,
2018,6.8,,,
2020,6.2,,,
2017,6.5,,,
2014,6.3,,,
2016,8.0,,,
2021,4.4,,,
2019,5.8,,,
1999,6.2,,,
2014,5.2,,,
2021,7.0,,,
2018,5.7,5.7,,
2016,6.5,,,
2018,5.0,,,
2019,7.1,,,
2020,6.8,,,
2017,6.8,,,
2017,6.1,,,
2015,6.1,,,
2018,5.9,,,
2019,5.3,,,
2017,5.6,,,
2021,7.1,,,
2021,7.8,,,
2016,6.5,,,
1988,5.2,,,
2019,6.2,6.2,,
2020,6.2,,,
2018,6.8,,,
2020,5.0,,,
2020,5.4,,,
2016,7.3,,,
2019,5.8,,,
2009,6.1,,,
2016,5.4,,,
2015,5.5,,,
2018,5.1,,,
2001,5.4,,,
2018,6.9,,,
2021,6.5,,,
2017,6.0,,,
2020,5.8,5.8,,
2016,5.6,,,
2017,6.1,,,
2017,5.8,,,
2018,5.2,,,
2020,5.6,,,
2019,7.2,,,
2018,8.2,,,
2018,5.5,,,
2015,6.3,,,
2021,6.9,,,
2016,6.8,,,
2018,3.0,,,
2018,6.4,,,
2018,6.0,,,
2008,7.0,,,
2012,6.6,,,
2021,5.4,,,
2020,5.1,,,
2021,5.6,,,
2018,5.7,,,
2018,7.8,,,
2020,5.1,,,
2018,6.2,,,
2020,7.3,,,
2021,6.1,,,
2007,6.4,,,
1993,6.2,,,
2020,4.8,,,
2020,3.5,,,
2017,7.5,,,
2019,6.2,,,
2015,5.6,,,
2016,5.7,,,
2020,6.5,,,
2016,5.1,,,
2018,5.6,,,
2016,6.1,,,
2000,6.1,,,
2019,7.0,,,
2017,8.4,,,
2012,6.9,,,
2012,5.9,,,
2020,4.3,,,
2021,6.0,,,
2019,6.8,,,
2019,6.2,,,
2008,6.9,,,
1997,6.2,6.2,,
2018,7.0,,,
2021,,,,
2021,5.7,,,
2019,6.8,,,
2016,6.0,,,
2017,6.3,,,
2016,6.0,,,
2017,7.2,,,
2019,5.5,,,
2016,7.0,,,
1962,7.0,,,
2003,7.2,,,
1998,5.1,,,
1982,6.5,,,
2018,6.3,,,
2015,7.1,,,
2019,4.5,,,
2014,5.8,,,
2017,6.6,,,
2020,6.4,,,
2018,6.0,,,
2019,7.0,,,
2017,4.8,,,
2020,7.1,,,
2019,6.0,,,
2019,6.9,,,
2019,4.9,,,
2021,4.2,,,
2017,6.3,,,
2019,5.3,,,
2019,8.3,,,
2017,6.2,,,
2020,6.8,,,
2018,6.7,,,
2016,6.5,,,
2015,5.8,,,
2015,8.1,,,
2016,5.4,,,
2017,4.3,,,
2014,5.2,5.2,,
2018,5.1,,,
1984,6.5,,,
2020,5.7,,,
2015,6.2,,,
2019,5.1,,,
2019,5.7,,,
2017,6.3,,,
2018,5.8,,,
2019,6.2,,,
2016,7.9,,,
2020,5.0,,,
2017,5.6,,,
2019,4.6,,,
2017,7.0,,,
2020,7.5,,,
2011,5.2,,,
2018,7.1,,,
1986,6.1,,,
2019,8.1,,,
2019,6.8,,,
2019,7.6,,,
2018,5.4,,,
1981,8.1,,,
2014,6.7,,,
1998,6.7,,,
2017,7.0,,,
2013,6.8,,,
2012,6.9,6.9,,
2017,5.9,,,
2016,5.6,,,
2015,5.8,,,
2016,5.6,,,
2020,5.2,,,
1990,5.9,,,
2019,3.8,,,
2016,7.4,,,
2017,5.6,,,
2019,5.5,,,
2018,6.5,,,
2018,7.4,,,
2018,7.0,,,
2020,7.4,,,
2016,7.2,,,
2016,5.5,,,
2020,6.9,,,
2015,5.2,,,
2016,6.4,,,
2019,7.2,,,
2020,7.6,,,
2019,6.4,,,
2010,4.2,,,
2008,5.9,,,
2019,4.4,,,
1976,7.3,,,
2016,7.4,,,
2020,6.5,,,
2016,5.7,,,
2015,6.1,,,
2013,7.0,,,
1979,6.2,,,
2018,7.2,,,
2016,6.2,,,
2010,4.7,,,
2020,3.5,,,
2017,6.3,,,
2013,6.2,,,
2019,5.2,,,
2018,6.8,,,
2015,7.1,,,
2021,5.8,,,
2015,5.7,,,
2020,6.1,,,
2017,6.9,,,
2018,7.1,,,
2020,5.2,,,
2020,5.5,,,
1991,5.7,,,
2017,6.2,,,
2007,5.0,,,
2012,5.0,,,
2012,6.8,,,
2014,5.5,,,
2020,7.4,,,
2018,4.8,,,
2020,7.8,,,
2019,4.0,,,
2017,7.6,,,
2012,5.3,,,
2018,3.2,,,
2017,6.6,,,
2012,5.5,,,
2017,5.2,,,
2017,5.4,,,
2014,6.5,,,
2019,8.3,,,
2020,5.7,,,
2019,5.4,,,
2018,6.9,,,
2012,4.1,,,
2018,5.0,,,
2019,6.3,,,
2016,6.6,,,
2018,7.3,,,
2008,7.3,,,
2018,7.2,,,
2017,7.8,,,
2019,5.0,,,
2020,4.8,,,
2020,4.7,,,
2019,6.7,,,
2019,6.7,,,
2018,5.9,,,
2017,7.3,,,
2020,7.7,,,
2011,7.0,,,
2021,5.8,,,
2017,6.4,,,
2016,6.4,,,
2017,7.1,,,
2013,6.5,,,
2020,6.2,,,
2020,5.1,,,
2019,6.9,,,
2020,6.5,,,
2020,5.5,,,
2020,5.8,,,
2018,6.9,,,
2020,5.6,,,
1993,5.4,,,
2013,6.7,,,
2018,6.6,,,
2018,7.2,,,
2019,5.0,,,
2003,6.5,,,
1989,6.6,,,
2020,4.2,,,
2016,6.4,,,
2018,4.9,,,
2018,7.5,,,
2018,8.0,,,
2019,4.2,,,
2016,4.9,,,
2019,6.9,,,
2016,5.8,,,
2017,7.1,,,
2017,5.6,,,
2016,5.5,,,
2020,6.1,,,
2007,7.0,,,
1997,6.7,,,
2019,6.1,,,
2012,6.1,,,
2017,6.2,,,
2019,4.6,,,
2019,7.4,,,
2019,4.5,,,
2019,5.6,,,
2015,6.8,,,
2004,5.5,,,
2011,6.2,,,
2019,5.3,,,
2021,7.2,,,
2014,6.2,,,
2010,5.2,,,
2017,5.6,,,
2018,4.8,,,
2021,4.1,,,
2010,5.7,,,
2007,6.1,,,
2020,4.9,,,
2015,5.9,,,
2017,6.4,,,
1999,6.0,,,
2020,4.6,,,
2021,6.3,,,
2017,6.6,,,
2018,6.6,,,
2019,6.3,,,
2014,4.5,,,
2019,5.7,,,
1993,6.4,,,
1987,6.4,,,
2020,5.5,,,
2018,6.3,,,
2019,7.1,,,
2017,5.2,,,
2020,4.5,,,
2019,5.4,,,
2016,6.7,,,
2020,4.9,,,
2018,7.2,,,
2021,5.5,,,
2018,6.2,,,
2004,6.2,,,
2021,6.6,,,
2019,6.7,,,
1999,4.7,,,
2017,6.3,,,
1995,6.4,,,
2016,6.7,,,
2017,6.1,,,
2018,5.0,,,
2019,6.3,,,
1974,6.8,,,
2016,7.0,,,
2019,5.6,,,
2018,6.0,,,
2006,7.2,,,
2019,3.1,,,
2019,7.2,,,
2014,6.4,,,
2018,7.6,,,
2020,4.7,,,
2008,6.7,,,
2019,5.7,,,
2020,5.3,,,
2016,5.0,,,
2016,6.9,,,
1990,6.2,,,
2018,6.4,,,
2014,6.6,,,
2019,6.7,,,
2020,6.5,,,
2020,6.2,,,
2016,5.4,,,
2018,6.1,,,
2019,6.9,,,
2020,3.7,,,
2015,5.5,,,
2017,5.3,,,
2017,6.5,,,
2019,5.2,,,
2015,7.0,,,
2015,5.5,,,
2019,6.8,,,
2006,6.2,,,
2019,4.8,,,
2016,4.6,,,
2021,6.4,,,
2018,6.6,,,
1980,6.3,,,
2017,6.7,,,
2019,6.3,,,
2020,6.5,,,
2016,6.6,,,
2017,6.5,,,
2011,5.6,,,
2018,5.4,,,
2017,5.2,,,
1986,7.1,,,
2014,3.8,,,3.8
2020,5.4,,,
2019,5.0,,,
2019,5.8,,,
2018,6.6,,,
1992,6.0,6.0,,
2018,6.2,,,
1991,6.8,,,
2017,5.8,,,
2017,7.0,,,
2016,5.7,,,
2020,3.4,,,
2018,7.2,,,
2014,5.7,,,
2015,3.7,,,
2020,6.6,,,
2017,5.7,,,
2017,7.7,,,
2019,5.0,,,
1993,5.3,,,
2021,,,,
2015,6.0,,,
2021,4.7,,,
2020,5.6,,,
2011,6.5,,,
2017,5.2,,,
2019,6.6,,,
2017,4.0,,,
2019,6.5,,,
2021,6.0,,,
2019,7.1,,,
2013,5.9,,,
2020,3.7,,,
2019,6.3,,,
2017,2.9,,,
2016,5.5,,,
2011,4.7,,,
2021,5.0,,,
